NodeA,NodeB,Weights
3116,2904,1.0
3116,10563,1.0
3116,6541,1.0
3116,130,1.0
3116,4875,0.0
3117,5868,1.0
3117,6420,1.0
3117,8548,1.0
3117,52,1.0
3117,6524,1.0
3117,8384,1.0
3117,3353,1.0
3117,1126,1.0
3117,2933,1.0
3117,9482,0.0
3118,4415,1.0
3118,11247,1.0
3118,2379,1.0
3118,12945,1.0
3118,380,1.0
3118,7097,1.0
3118,6960,1.0
3118,2461,1.0
3118,8079,0.0
3118,5068,0.0
3119,2004,1.0
3119,249,1.0
3119,6032,1.0
3119,7667,1.0
3119,9992,1.0
3119,6647,1.0
3119,11943,1.0
3119,5579,1.0
3119,10854,0.0
3119,6644,0.0
3120,12906,1.0
3120,4133,1.0
3120,6363,1.0
3120,932,1.0
3120,11924,1.0
3120,9373,1.0
3120,199,1.0
3120,4236,1.0
3120,1062,1.0
3120,10119,0.0
3121,7048,1.0
3121,246,1.0
3121,7756,1.0
3121,6138,1.0
3121,3498,1.0
3121,8866,1.0
3121,12807,1.0
3121,9050,1.0
3121,10034,1.0
3121,7400,0.0
3122,3826,1.0
3122,7042,1.0
3122,2990,1.0
3122,7237,1.0
3122,515,1.0
3122,10875,1.0
3122,6552,1.0
3122,7691,1.0
3122,8487,1.0
3122,10805,1.0
3123,8575,1.0
3123,3767,1.0
3123,5590,1.0
3123,439,1.0
3123,8186,1.0
3123,12946,1.0
3123,7902,1.0
3123,8637,1.0
3123,5084,1.0
3123,3676,1.0
3124,6229,1.0
3124,11516,1.0
3124,8913,1.0
3124,5693,1.0
3124,12838,1.0
3124,12898,1.0
3124,10719,1.0
3124,5549,1.0
3124,6515,1.0
3124,6126,0.0
3125,9690,1.0
3125,1308,1.0
3125,11198,1.0
3125,3371,1.0
3125,6839,1.0
3125,5800,1.0
3125,4206,1.0
3125,11069,1.0
3125,7402,1.0
3125,7396,0.0
3126,12618,1.0
3126,110,1.0
3126,10762,1.0
3126,919,1.0
3126,3573,1.0
3126,8956,1.0
3126,371,1.0
3126,2550,1.0
3126,12343,1.0
3126,1789,0.0
3127,4934,1.0
3127,11734,1.0
3127,3701,1.0
3127,11813,1.0
3127,5299,1.0
3127,3748,1.0
3127,1232,1.0
3127,10850,0.0
3127,4774,0.0
3127,6125,0.0
3128,7661,1.0
3128,6747,1.0
3128,12751,1.0
3128,4997,1.0
3128,1431,1.0
3128,13164,1.0
3128,6302,1.0
3128,4107,1.0
3128,2079,0.0
3128,2554,0.0
3129,10181,1.0
3129,4070,1.0
3129,4725,1.0
3129,3594,1.0
3129,9040,1.0
3129,9997,1.0
3129,861,1.0
3129,6374,1.0
3129,12276,1.0
3129,315,0.0
3130,10149,1.0
3130,8667,1.0
3130,4343,1.0
3130,7704,1.0
3130,920,1.0
3130,3015,1.0
3130,10453,1.0
3130,8576,1.0
3130,184,0.0
3130,3994,0.0
3131,4944,1.0
3131,8356,1.0
3131,11819,1.0
3131,12424,1.0
3131,4332,1.0
3131,8724,1.0
3131,4727,1.0
3131,6616,1.0
3131,7946,0.0
3131,5170,0.0
3132,11770,1.0
3132,10245,1.0
3132,3439,1.0
3132,2177,1.0
3132,1885,1.0
3132,3113,1.0
3132,11860,1.0
3132,12419,1.0
3132,9148,1.0
3132,8275,1.0
3133,8076,1.0
3133,4655,1.0
3133,11276,1.0
3133,9106,1.0
3133,5780,1.0
3133,3451,1.0
3133,6191,1.0
3133,10119,1.0
3133,7131,0.0
3133,1359,0.0
3134,2774,1.0
3134,3867,1.0
3134,3554,1.0
3134,10947,1.0
3134,6547,1.0
3134,344,1.0
3134,12734,1.0
3134,7024,1.0
3134,4583,1.0
3134,5614,0.0
3135,717,1.0
3135,10769,1.0
3135,2106,1.0
3135,1448,1.0
3135,6588,1.0
3135,4997,1.0
3135,7375,1.0
3135,10618,1.0
3135,11295,0.0
3135,2706,0.0
3136,2705,1.0
3136,3920,1.0
3136,10088,1.0
3136,11719,1.0
3136,1560,1.0
3136,4492,1.0
3136,9054,1.0
3136,10601,1.0
3136,8513,1.0
3136,2596,0.0
3137,1433,1.0
3137,13032,1.0
3137,12927,1.0
3137,3350,1.0
3137,9025,1.0
3137,8144,1.0
3137,11142,1.0
3137,7997,1.0
3137,11688,0.0
3137,8601,0.0
3138,10739,1.0
3138,3757,1.0
3138,917,1.0
3138,5636,1.0
3138,9833,1.0
3138,6604,1.0
3138,7743,1.0
3138,2903,1.0
3138,7591,0.0
3138,7405,0.0
3139,3356,1.0
3139,5961,1.0
3139,2235,1.0
3139,5161,1.0
3139,4348,1.0
3139,954,1.0
3139,9470,1.0
3139,6748,1.0
3139,12435,0.0
3139,1750,0.0
3140,5958,1.0
3140,9340,1.0
3140,2382,1.0
3140,12921,1.0
3140,11011,1.0
3140,4046,1.0
3140,1508,1.0
3140,8185,1.0
3140,9289,0.0
3140,2247,0.0
3141,10550,1.0
3141,1176,1.0
3141,5481,1.0
3141,10052,1.0
3141,3693,1.0
3141,4885,1.0
3141,11250,1.0
3141,11320,1.0
3141,3238,0.0
3141,2109,0.0
3142,8076,1.0
3142,9024,1.0
3142,8400,1.0
3142,10235,1.0
3142,9238,1.0
3142,2299,1.0
3142,1313,1.0
3142,8412,1.0
3142,7770,0.0
3142,7560,0.0
3143,11811,1.0
3143,57,1.0
3143,10686,1.0
3143,12482,1.0
3143,12581,1.0
3143,13164,1.0
3143,1940,1.0
3143,12027,1.0
3143,494,1.0
3143,1202,1.0
3144,10619,1.0
3144,11496,1.0
3144,2864,1.0
3144,5632,1.0
3144,5549,1.0
3144,8368,1.0
3144,3783,1.0
3144,5930,1.0
3144,4203,0.0
3144,8471,0.0
3145,8261,1.0
3145,7124,1.0
3145,7010,1.0
3145,10933,1.0
3145,9676,1.0
3145,9737,1.0
3145,9352,1.0
3145,421,1.0
3145,11786,1.0
3145,4507,0.0
3146,6654,1.0
3146,5187,1.0
3146,8911,1.0
3146,1980,1.0
3146,11789,1.0
3146,11244,1.0
3146,6098,1.0
3146,7269,1.0
3146,6485,1.0
3146,7744,1.0
3147,6872,1.0
3147,3621,1.0
3147,7186,1.0
3147,7131,1.0
3147,1113,1.0
3147,11454,1.0
3147,9359,1.0
3147,10607,1.0
3147,8115,1.0
3147,3498,1.0
3148,10069,1.0
3148,3722,1.0
3148,6530,1.0
3148,1503,1.0
3148,3078,1.0
3148,4609,1.0
3148,3441,1.0
3148,3091,1.0
3148,9861,0.0
3148,391,0.0
3149,3973,1.0
3149,2906,1.0
3149,8482,1.0
3149,9345,1.0
3149,5761,1.0
3149,8945,1.0
3149,8372,1.0
3149,2131,1.0
3149,7128,1.0
3149,412,1.0
3150,12,1.0
3150,6731,1.0
3150,12362,1.0
3150,9633,1.0
3150,4513,1.0
3150,9616,1.0
3150,9765,1.0
3150,7228,1.0
3150,924,1.0
3150,11480,0.0
3151,11915,1.0
3151,8398,1.0
3151,12956,1.0
3151,4071,1.0
3151,1986,1.0
3151,2660,1.0
3151,5657,1.0
3151,10964,1.0
3151,8595,0.0
3151,4571,0.0
3152,2193,1.0
3152,10421,1.0
3152,4296,1.0
3152,4853,1.0
3152,6995,1.0
3152,3574,1.0
3152,2351,1.0
3152,6354,1.0
3152,3511,0.0
3152,760,0.0
3153,5204,1.0
3153,4565,1.0
3153,2473,1.0
3153,12494,1.0
3153,5348,1.0
3153,6360,1.0
3153,2736,1.0
3153,9785,1.0
3153,6551,1.0
3153,9244,0.0
3154,4175,1.0
3154,7401,1.0
3154,7063,1.0
3154,212,1.0
3154,1293,1.0
3154,11047,1.0
3154,6671,1.0
3154,9445,1.0
3154,9029,1.0
3154,12707,0.0
3155,5243,1.0
3155,5667,1.0
3155,12195,1.0
3155,7651,1.0
3155,11496,1.0
3155,947,1.0
3155,11458,1.0
3155,2466,1.0
3155,2964,1.0
3155,4467,1.0
3156,7115,1.0
3156,4268,1.0
3156,3849,1.0
3156,7377,1.0
3156,3821,1.0
3156,2607,1.0
3156,486,1.0
3156,810,1.0
3156,11325,0.0
3156,2965,0.0
3157,2945,1.0
3157,12257,1.0
3157,7431,1.0
3157,9839,1.0
3157,3797,1.0
3157,2721,1.0
3157,12876,1.0
3157,12542,1.0
3157,10348,0.0
3157,8640,0.0
3158,12541,1.0
3158,411,1.0
3158,7891,1.0
3158,5796,1.0
3158,13166,1.0
3158,5301,1.0
3158,11298,1.0
3158,5496,1.0
3158,1928,0.0
3158,10316,0.0
3159,9821,1.0
3159,7402,1.0
3159,2237,1.0
3159,12118,1.0
3159,2001,1.0
3159,9338,1.0
3159,2151,1.0
3159,8310,1.0
3159,2260,1.0
3159,9861,1.0
3160,5390,1.0
3160,3035,1.0
3160,6232,1.0
3160,3947,1.0
3160,8491,1.0
3160,8440,1.0
3160,2601,1.0
3160,6647,1.0
3160,1480,0.0
3160,6646,0.0
3161,9247,1.0
3161,7659,1.0
3161,12699,1.0
3161,3986,1.0
3161,11990,1.0
3161,1041,1.0
3161,717,1.0
3161,4047,1.0
3161,9608,0.0
3161,3229,0.0
3162,9272,1.0
3162,9295,1.0
3162,985,1.0
3162,7364,1.0
3162,5490,1.0
3162,7860,1.0
3162,8519,1.0
3162,7522,1.0
3162,2300,1.0
3162,1487,0.0
3163,1265,1.0
3163,8291,1.0
3163,9839,1.0
3163,2556,1.0
3163,8994,1.0
3163,9453,1.0
3163,3563,1.0
3163,8773,1.0
3163,10998,0.0
3163,5133,0.0
3164,6962,1.0
3164,6008,1.0
3164,6763,1.0
3164,6251,1.0
3164,8537,1.0
3164,8157,1.0
3164,2710,1.0
3164,1803,1.0
3164,9169,1.0
3164,2705,1.0
3165,11441,1.0
3165,12678,1.0
3165,6295,1.0
3165,3190,1.0
3165,2903,1.0
3165,1541,1.0
3165,10337,1.0
3165,10968,1.0
3165,4617,1.0
3165,5849,0.0
3166,4572,1.0
3166,3803,1.0
3166,11701,1.0
3166,7391,1.0
3166,4687,1.0
3166,7437,1.0
3166,2129,1.0
3166,5878,1.0
3166,13094,1.0
3166,7078,0.0
3167,1350,1.0
3167,5202,1.0
3167,9520,1.0
3167,6049,1.0
3167,948,1.0
3167,13014,1.0
3167,11868,1.0
3167,6962,1.0
3167,5206,1.0
3167,2237,0.0
3168,7885,1.0
3168,11050,1.0
3168,8877,1.0
3168,483,1.0
3168,5070,1.0
3168,12010,1.0
3168,8242,1.0
3168,4100,1.0
3168,9910,0.0
3168,3193,0.0
3169,9597,1.0
3169,9267,1.0
3169,4107,1.0
3169,4662,1.0
3169,7919,1.0
3169,6359,1.0
3169,5572,1.0
3169,1020,0.0
3169,5688,0.0
3169,366,0.0
3170,1430,1.0
3170,7556,1.0
3170,817,1.0
3170,2209,1.0
3170,2965,1.0
3170,6733,1.0
3170,2344,1.0
3170,2808,1.0
3170,1435,1.0
3170,2875,0.0
3171,10389,1.0
3171,11134,1.0
3171,8820,1.0
3171,2821,1.0
3171,12553,1.0
3171,4813,1.0
3171,12535,1.0
3171,1216,1.0
3171,9434,0.0
3171,7671,0.0
3172,1182,1.0
3172,8210,1.0
3172,4399,1.0
3172,10776,1.0
3172,10071,1.0
3172,5830,1.0
3172,1965,1.0
3172,7944,1.0
3172,1635,0.0
3172,3549,0.0
3173,11812,1.0
3173,4739,1.0
3173,918,1.0
3173,9849,1.0
3173,9255,1.0
3173,11247,1.0
3173,1825,1.0
3173,2757,1.0
3173,2177,1.0
3173,12383,0.0
3174,12756,1.0
3174,11004,1.0
3174,3093,1.0
3174,1238,1.0
3174,9890,1.0
3174,9601,1.0
3174,7938,1.0
3174,8016,0.0
3174,10694,0.0
3174,6779,0.0
3175,398,1.0
3175,1710,1.0
3175,2977,1.0
3175,6404,1.0
3175,7469,1.0
3175,918,1.0
3175,6869,1.0
3175,7655,1.0
3175,6799,1.0
3175,5138,0.0
3176,2552,1.0
3176,7601,1.0
3176,5980,1.0
3176,5730,1.0
3176,6109,1.0
3176,7548,1.0
3176,4774,1.0
3176,10828,1.0
3176,12258,1.0
3176,15,1.0
3177,6673,1.0
3177,10733,1.0
3177,6799,1.0
3177,945,1.0
3177,9993,1.0
3177,5278,1.0
3177,8582,1.0
3177,10026,1.0
3177,7174,1.0
3177,12228,1.0
3178,11325,1.0
3178,9434,1.0
3178,4672,1.0
3178,11250,1.0
3178,7234,1.0
3178,8288,1.0
3178,932,1.0
3178,11419,0.0
3178,2422,0.0
3178,12401,0.0
3179,12211,1.0
3179,10095,1.0
3179,1754,1.0
3179,7906,1.0
3179,2731,1.0
3179,9352,1.0
3179,6447,1.0
3179,5943,1.0
3179,12096,1.0
3179,13134,1.0
3180,10240,1.0
3180,2918,1.0
3180,3815,1.0
3180,1305,1.0
3180,879,1.0
3180,1267,1.0
3180,2225,1.0
3180,7986,1.0
3180,9716,1.0
3180,10997,1.0
3181,9683,1.0
3181,7126,1.0
3181,5253,1.0
3181,4198,1.0
3181,9957,1.0
3181,2422,1.0
3181,6153,1.0
3181,8963,1.0
3181,6847,0.0
3181,40,0.0
3182,12944,1.0
3182,3869,1.0
3182,11094,1.0
3182,9166,1.0
3182,6347,1.0
3182,2229,1.0
3182,9440,1.0
3182,7767,1.0
3182,8247,1.0
3182,1122,0.0
3183,3381,1.0
3183,1776,1.0
3183,7579,1.0
3183,6124,1.0
3183,3549,1.0
3183,8138,1.0
3183,5187,1.0
3183,11775,1.0
3183,6174,0.0
3183,92,0.0
3184,1150,1.0
3184,2125,1.0
3184,3878,1.0
3184,2879,1.0
3184,7615,1.0
3184,8885,1.0
3184,8098,1.0
3184,4049,0.0
3184,3831,0.0
3184,4875,0.0
3185,7679,1.0
3185,2611,1.0
3185,5416,1.0
3185,4295,1.0
3185,13049,1.0
3185,3429,1.0
3185,8519,1.0
3185,11159,1.0
3185,3296,1.0
3185,7195,1.0
3186,1796,1.0
3186,12177,1.0
3186,5130,1.0
3186,12524,1.0
3186,11555,1.0
3186,12886,1.0
3186,10829,1.0
3186,6856,1.0
3186,446,0.0
3186,7556,0.0
3187,6780,1.0
3187,9169,1.0
3187,3429,1.0
3187,6850,1.0
3187,5841,1.0
3187,6118,1.0
3187,5763,1.0
3187,3783,1.0
3187,11351,1.0
3187,4859,1.0
3188,8258,1.0
3188,7296,1.0
3188,6136,1.0
3188,5252,1.0
3188,5001,1.0
3188,105,1.0
3188,9361,1.0
3188,1750,1.0
3188,2429,1.0
3188,1600,1.0
3189,13164,1.0
3189,2113,1.0
3189,8589,1.0
3189,316,1.0
3189,2368,1.0
3189,10855,1.0
3189,6932,1.0
3189,5034,0.0
3189,5443,0.0
3189,9519,0.0
3190,4198,1.0
3190,924,1.0
3190,5029,1.0
3190,11447,1.0
3190,5999,1.0
3190,3229,1.0
3190,4972,1.0
3190,10661,1.0
3190,12947,1.0
3190,8306,0.0
3191,7071,1.0
3191,6221,1.0
3191,11493,1.0
3191,510,1.0
3191,8894,1.0
3191,5051,1.0
3191,2302,1.0
3191,11476,1.0
3191,491,1.0
3191,5397,1.0
3192,11752,1.0
3192,2112,1.0
3192,6249,1.0
3192,12739,1.0
3192,7269,1.0
3192,8580,1.0
3192,5109,1.0
3192,8464,1.0
3192,17,0.0
3192,5700,0.0
3193,3168,1.0
3193,8574,1.0
3193,12077,1.0
3193,8149,1.0
3193,9830,1.0
3193,713,1.0
3193,7885,1.0
3193,12459,1.0
3193,6693,1.0
3193,5513,0.0
3194,8487,1.0
3194,5161,1.0
3194,11052,1.0
3194,10712,1.0
3194,515,1.0
3194,8318,1.0
3194,6552,1.0
3194,9614,1.0
3194,10805,1.0
3194,10113,0.0
3195,8316,1.0
3195,3833,1.0
3195,9193,1.0
3195,4931,1.0
3195,1352,1.0
3195,3665,1.0
3195,3868,1.0
3195,5929,1.0
3195,471,1.0
3195,159,1.0
3196,4470,1.0
3196,8578,1.0
3196,3943,1.0
3196,12929,1.0
3196,3792,1.0
3196,9221,1.0
3196,12833,1.0
3196,7887,1.0
3196,5612,1.0
3196,9378,0.0
3197,19,1.0
3197,3549,1.0
3197,7659,1.0
3197,5731,1.0
3197,11202,1.0
3197,3114,1.0
3197,11834,1.0
3197,12849,1.0
3197,1274,1.0
3197,1765,1.0
3198,5454,1.0
3198,3504,1.0
3198,2824,1.0
3198,12807,1.0
3198,8209,1.0
3198,588,1.0
3198,7048,1.0
3198,1363,1.0
3198,2918,1.0
3198,11170,1.0
3199,1352,1.0
3199,4552,1.0
3199,5332,1.0
3199,12610,1.0
3199,5359,1.0
3199,4189,1.0
3199,3917,1.0
3199,12961,1.0
3199,315,1.0
3199,1960,1.0
3200,6013,1.0
3200,10528,1.0
3200,1874,1.0
3200,7969,1.0
3200,6374,1.0
3200,1361,1.0
3200,5781,1.0
3200,8601,1.0
3200,7882,0.0
3200,8258,0.0
3201,5971,1.0
3201,11963,1.0
3201,2589,1.0
3201,4302,1.0
3201,11579,1.0
3201,6152,1.0
3201,5013,1.0
3201,5414,1.0
3201,7838,0.0
3201,12600,0.0
3202,4733,1.0
3202,4474,1.0
3202,6347,1.0
3202,6073,1.0
3202,8233,1.0
3202,12883,1.0
3202,2076,1.0
3202,3384,1.0
3202,8725,1.0
3202,1148,1.0
3203,12807,1.0
3203,6439,1.0
3203,5660,1.0
3203,9352,1.0
3203,5629,1.0
3203,10332,1.0
3203,7789,1.0
3203,7803,1.0
3203,291,1.0
3203,4364,1.0
3204,4118,1.0
3204,10644,1.0
3204,5440,1.0
3204,10855,1.0
3204,2719,1.0
3204,4069,1.0
3204,7902,1.0
3204,12833,1.0
3204,2810,1.0
3204,12716,0.0
3205,2862,1.0
3205,1229,1.0
3205,5919,1.0
3205,2601,1.0
3205,1291,1.0
3205,8319,1.0
3205,2538,1.0
3205,5832,1.0
3205,3005,1.0
3205,8869,1.0
3206,768,1.0
3206,8391,1.0
3206,372,1.0
3206,1293,1.0
3206,8881,1.0
3206,1924,1.0
3206,2358,1.0
3206,8693,1.0
3206,11660,1.0
3206,7621,0.0
3207,5709,1.0
3207,5615,1.0
3207,9116,1.0
3207,6,1.0
3207,2254,1.0
3207,9881,1.0
3207,6118,1.0
3207,10181,1.0
3207,2634,0.0
3207,7131,0.0
3208,11721,1.0
3208,688,1.0
3208,12530,1.0
3208,12917,1.0
3208,6422,1.0
3208,11508,1.0
3208,12370,1.0
3208,4624,1.0
3208,5414,0.0
3208,4955,0.0
3209,5137,1.0
3209,2822,1.0
3209,7112,1.0
3209,5338,1.0
3209,579,1.0
3209,8139,1.0
3209,2097,1.0
3209,10209,1.0
3209,4849,0.0
3209,4824,0.0
3210,11380,1.0
3210,10312,1.0
3210,6932,1.0
3210,7372,1.0
3210,641,1.0
3210,12256,1.0
3210,12327,1.0
3210,8841,1.0
3210,5040,1.0
3210,6032,1.0
3211,2664,1.0
3211,6175,1.0
3211,2898,1.0
3211,7796,1.0
3211,4134,1.0
3211,12402,1.0
3211,4864,1.0
3211,4031,1.0
3211,2158,1.0
3211,6607,0.0
3212,9225,1.0
3212,11304,1.0
3212,7016,1.0
3212,11870,1.0
3212,3040,1.0
3212,5000,1.0
3212,5312,1.0
3212,11315,1.0
3212,10799,0.0
3212,6493,0.0
3213,8701,1.0
3213,11586,1.0
3213,4986,1.0
3213,5801,1.0
3213,3498,1.0
3213,9764,1.0
3213,381,1.0
3213,3897,0.0
3213,6445,0.0
3213,7122,0.0
3214,1366,1.0
3214,8228,1.0
3214,8633,1.0
3214,5669,1.0
3214,955,1.0
3214,6875,1.0
3214,7753,1.0
3214,7201,1.0
3214,5835,1.0
3214,9295,0.0
3215,8017,1.0
3215,11063,1.0
3215,9128,1.0
3215,10478,1.0
3215,9921,1.0
3215,12230,1.0
3215,10302,1.0
3215,6828,1.0
3215,861,1.0
3215,329,1.0
3216,11896,1.0
3216,12284,1.0
3216,4960,1.0
3216,1329,1.0
3216,10069,1.0
3216,12445,1.0
3216,8136,1.0
3216,9402,1.0
3216,7385,1.0
3216,11236,0.0
3217,9303,1.0
3217,10117,1.0
3217,2761,1.0
3217,3294,1.0
3217,6778,1.0
3217,6485,1.0
3217,6538,1.0
3217,5674,1.0
3217,2186,1.0
3217,1023,1.0
3218,6530,1.0
3218,1984,1.0
3218,13036,1.0
3218,2886,1.0
3218,10122,1.0
3218,7788,1.0
3218,11834,1.0
3218,2959,1.0
3218,3032,1.0
3218,12127,0.0
3219,4946,1.0
3219,8912,1.0
3219,6578,1.0
3219,4120,1.0
3219,12169,1.0
3219,12053,1.0
3219,2066,1.0
3219,2125,1.0
3219,8145,0.0
3219,11656,0.0
3220,7437,1.0
3220,4797,1.0
3220,3390,1.0
3220,2686,1.0
3220,10180,1.0
3220,3909,1.0
3220,10710,1.0
3220,6306,1.0
3220,9353,1.0
3220,12634,1.0
3221,8895,1.0
3221,9859,1.0
3221,11712,1.0
3221,4613,1.0
3221,11250,1.0
3221,6714,1.0
3221,3904,1.0
3221,4711,1.0
3221,10784,1.0
3221,10684,1.0
3222,2574,1.0
3222,6672,1.0
3222,12621,1.0
3222,2823,1.0
3222,4989,1.0
3222,9654,1.0
3222,4206,1.0
3222,2591,1.0
3222,7386,1.0
3222,10721,0.0
3223,8782,1.0
3223,1620,1.0
3223,6684,1.0
3223,2968,1.0
3223,11244,1.0
3223,3,1.0
3223,8795,1.0
3223,11535,1.0
3223,2187,1.0
3223,11062,1.0
3224,7540,1.0
3224,8337,1.0
3224,7816,1.0
3224,1766,1.0
3224,7919,1.0
3224,711,1.0
3224,4595,1.0
3224,12794,1.0
3224,2032,0.0
3224,1360,0.0
3225,7753,1.0
3225,9614,1.0
3225,446,1.0
3225,1366,1.0
3225,5864,1.0
3225,9727,1.0
3225,7835,1.0
3225,6203,0.0
3225,3476,0.0
3225,7701,0.0
3226,10141,1.0
3226,8008,1.0
3226,12533,1.0
3226,5626,1.0
3226,9619,1.0
3226,12368,1.0
3226,6644,1.0
3226,11617,1.0
3226,686,0.0
3226,1425,0.0
3227,9341,1.0
3227,7482,1.0
3227,4883,1.0
3227,8445,1.0
3227,12971,1.0
3227,3393,1.0
3227,8240,1.0
3227,10926,1.0
3227,6737,1.0
3227,12795,1.0
3228,3654,1.0
3228,12639,1.0
3228,1122,1.0
3228,734,1.0
3228,1189,1.0
3228,5237,1.0
3228,3718,1.0
3228,5361,1.0
3228,9621,1.0
3228,8724,1.0
3229,1949,1.0
3229,11326,1.0
3229,5318,1.0
3229,4063,1.0
3229,3190,1.0
3229,5999,1.0
3229,9567,1.0
3229,4198,1.0
3229,627,1.0
3229,9318,1.0
3230,4212,1.0
3230,1764,1.0
3230,4273,1.0
3230,10680,1.0
3230,7090,1.0
3230,7451,1.0
3230,12051,1.0
3230,4018,1.0
3230,5942,1.0
3230,2351,1.0
3231,11566,1.0
3231,9817,1.0
3231,5836,1.0
3231,6179,1.0
3231,7120,1.0
3231,9072,1.0
3231,1715,1.0
3231,8827,1.0
3231,4569,1.0
3231,11293,0.0
3232,5664,1.0
3232,3398,1.0
3232,12892,1.0
3232,2452,1.0
3232,11045,1.0
3232,4914,1.0
3232,8335,1.0
3232,6891,1.0
3232,7838,1.0
3232,6806,1.0
3233,8965,1.0
3233,4824,1.0
3233,2501,1.0
3233,6295,1.0
3233,3982,1.0
3233,164,1.0
3233,601,1.0
3233,1704,1.0
3233,10048,1.0
3233,7265,1.0
3234,4240,1.0
3234,2157,1.0
3234,5648,1.0
3234,1365,1.0
3234,5722,1.0
3234,10603,1.0
3234,4170,1.0
3234,5931,1.0
3234,12603,0.0
3234,1348,0.0
3235,9133,1.0
3235,1695,1.0
3235,1358,1.0
3235,12801,1.0
3235,9629,1.0
3235,2706,1.0
3235,10586,1.0
3235,10887,1.0
3235,4985,1.0
3235,3375,1.0
3236,3323,1.0
3236,7614,1.0
3236,6831,1.0
3236,9003,1.0
3236,1381,1.0
3236,10237,1.0
3236,4281,1.0
3236,5994,1.0
3236,1591,1.0
3236,8620,1.0
3237,5997,1.0
3237,9091,1.0
3237,6305,1.0
3237,8003,1.0
3237,7341,1.0
3237,5536,1.0
3237,6455,1.0
3237,12041,1.0
3237,7916,1.0
3237,7511,1.0
3238,10983,1.0
3238,3436,1.0
3238,2356,1.0
3238,4885,1.0
3238,2250,1.0
3238,2709,1.0
3238,7933,1.0
3238,338,1.0
3238,3585,1.0
3238,4047,1.0
3239,8393,1.0
3239,5359,1.0
3239,4013,1.0
3239,10786,1.0
3239,12610,1.0
3239,12701,1.0
3239,4684,1.0
3239,1165,1.0
3239,10083,1.0
3239,1512,0.0
3240,3129,1.0
3240,3881,1.0
3240,7366,1.0
3240,4070,1.0
3240,4479,1.0
3240,9884,1.0
3240,3518,1.0
3240,12917,0.0
3240,4725,0.0
3240,4808,0.0
3241,3441,1.0
3241,9912,1.0
3241,4960,1.0
3241,4624,1.0
3241,9402,1.0
3241,12445,1.0
3241,12530,1.0
3241,6482,1.0
3241,3208,0.0
3241,5051,0.0
3242,9186,1.0
3242,7283,1.0
3242,3273,1.0
3242,8845,1.0
3242,13206,1.0
3242,8703,1.0
3242,12333,1.0
3242,1402,0.0
3242,13099,0.0
3242,7135,0.0
3243,2667,1.0
3243,872,1.0
3243,4636,1.0
3243,4587,1.0
3243,225,1.0
3243,6920,1.0
3243,7554,1.0
3243,1365,1.0
3243,242,1.0
3243,4802,1.0
3244,6782,1.0
3244,11148,1.0
3244,11996,1.0
3244,7816,1.0
3244,2590,1.0
3244,4927,1.0
3244,7029,1.0
3244,11393,1.0
3244,8486,1.0
3244,590,1.0
3245,3607,1.0
3245,1629,1.0
3245,1253,1.0
3245,11235,1.0
3245,1492,1.0
3245,10694,1.0
3245,11274,1.0
3245,691,1.0
3245,11738,0.0
3245,10304,0.0
3246,9481,1.0
3246,12114,1.0
3246,10854,1.0
3246,4611,1.0
3246,803,1.0
3246,7117,1.0
3246,861,1.0
3246,2287,1.0
3246,7894,1.0
3246,6525,1.0
3247,9116,1.0
3247,12620,1.0
3247,3525,1.0
3247,5093,1.0
3247,5637,1.0
3247,5041,1.0
3247,8743,1.0
3247,7107,1.0
3247,9372,0.0
3247,3220,0.0
3248,8645,1.0
3248,10964,1.0
3248,9408,1.0
3248,476,1.0
3248,5717,1.0
3248,4969,1.0
3248,10809,1.0
3248,3831,1.0
3248,2820,1.0
3248,6233,1.0
3249,9128,1.0
3249,9175,1.0
3249,3837,1.0
3249,3114,1.0
3249,2113,1.0
3249,9791,1.0
3249,12708,1.0
3249,7279,1.0
3249,11817,1.0
3249,461,1.0
3250,9325,1.0
3250,7659,1.0
3250,6144,1.0
3250,3084,1.0
3250,8645,1.0
3250,5231,1.0
3250,3646,1.0
3250,13055,1.0
3250,6233,0.0
3250,2501,0.0
3251,3451,1.0
3251,7214,1.0
3251,8239,1.0
3251,12787,1.0
3251,4618,1.0
3251,7143,1.0
3251,9514,1.0
3251,11413,1.0
3251,6505,0.0
3251,11578,0.0
3252,3045,1.0
3252,3465,1.0
3252,3794,1.0
3252,8802,1.0
3252,1447,1.0
3252,972,1.0
3252,1977,1.0
3252,6208,1.0
3252,6433,1.0
3252,8987,0.0
3253,12891,1.0
3253,5930,1.0
3253,4323,1.0
3253,11129,1.0
3253,6432,1.0
3253,1046,1.0
3253,8981,1.0
3253,12015,1.0
3253,11160,0.0
3253,4786,0.0
3254,6924,1.0
3254,5567,1.0
3254,1345,1.0
3254,12767,1.0
3254,1479,1.0
3254,7790,1.0
3254,3645,1.0
3254,7231,1.0
3254,8342,1.0
3254,2885,1.0
3255,1838,1.0
3255,3954,1.0
3255,2621,1.0
3255,4133,1.0
3255,7597,1.0
3255,10586,1.0
3255,7370,1.0
3255,10991,1.0
3255,2991,1.0
3255,5444,1.0
3256,1730,1.0
3256,212,1.0
3256,1356,1.0
3256,3572,1.0
3256,364,1.0
3256,3750,1.0
3256,5866,1.0
3256,12738,1.0
3256,2165,1.0
3256,3056,1.0
3257,9112,1.0
3257,11248,1.0
3257,8086,1.0
