NodeA,NodeB,Weights
4823,7972,1.0
4823,7212,1.0
4823,7569,1.0
4823,7032,0.0
4823,5916,0.0
4824,7265,1.0
4824,5553,1.0
4824,11281,1.0
4824,289,1.0
4824,7112,1.0
4824,6187,1.0
4824,4722,1.0
4824,11773,1.0
4824,12221,0.0
4824,12323,0.0
4825,11184,1.0
4825,4779,1.0
4825,11147,1.0
4825,8802,1.0
4825,10445,1.0
4825,6617,1.0
4825,10235,1.0
4825,10567,1.0
4825,3777,0.0
4825,10520,0.0
4826,5030,1.0
4826,3354,1.0
4826,2551,1.0
4826,12180,1.0
4826,9388,1.0
4826,9156,1.0
4826,5874,1.0
4826,3350,1.0
4826,1249,0.0
4826,1463,0.0
4827,355,1.0
4827,4481,1.0
4827,11903,1.0
4827,2639,1.0
4827,8394,1.0
4827,8391,1.0
4827,11047,1.0
4827,7327,1.0
4827,4948,0.0
4827,12738,0.0
4828,13049,1.0
4828,8259,1.0
4828,10008,1.0
4828,4972,1.0
4828,6968,1.0
4828,6208,1.0
4828,5835,1.0
4828,4208,1.0
4828,5141,0.0
4828,7069,0.0
4829,2859,1.0
4829,4209,1.0
4829,6065,1.0
4829,556,1.0
4829,7784,1.0
4829,3645,1.0
4829,11557,1.0
4829,5093,1.0
4829,4204,1.0
4829,1298,0.0
4830,8213,1.0
4830,8640,1.0
4830,8300,1.0
4830,6632,1.0
4830,11886,1.0
4830,8849,1.0
4830,990,1.0
4830,10809,1.0
4830,6656,1.0
4830,9874,0.0
4831,464,1.0
4831,12380,1.0
4831,5549,1.0
4831,12455,1.0
4831,4668,1.0
4831,355,1.0
4831,9646,1.0
4831,169,1.0
4831,3459,0.0
4831,10780,0.0
4832,5652,1.0
4832,3995,1.0
4832,4301,1.0
4832,6781,1.0
4832,5445,1.0
4832,6420,1.0
4832,8652,1.0
4832,9779,1.0
4832,6964,0.0
4832,9482,0.0
4833,4307,1.0
4833,1181,1.0
4833,4297,1.0
4833,386,1.0
4833,7163,1.0
4833,7110,1.0
4833,6712,1.0
4833,10695,1.0
4833,4687,1.0
4833,3919,0.0
4834,8913,1.0
4834,5534,1.0
4834,5330,1.0
4834,9915,1.0
4834,5011,1.0
4834,10608,1.0
4834,2596,1.0
4834,7292,1.0
4834,4506,1.0
4834,3320,1.0
4835,1974,1.0
4835,12399,1.0
4835,4618,1.0
4835,6599,1.0
4835,11950,1.0
4835,2126,1.0
4835,8498,1.0
4835,7470,1.0
4835,9839,0.0
4835,6955,0.0
4836,5851,1.0
4836,2575,1.0
4836,4824,1.0
4836,3552,1.0
4836,5098,1.0
4836,11281,1.0
4836,9221,1.0
4836,9836,1.0
4836,1893,0.0
4836,5508,0.0
4837,11058,1.0
4837,11378,1.0
4837,4093,1.0
4837,10183,1.0
4837,6651,1.0
4837,10932,1.0
4837,565,1.0
4837,2121,1.0
4837,4464,1.0
4837,7790,1.0
4838,9003,1.0
4838,9607,1.0
4838,1088,1.0
4838,2627,1.0
4838,9002,1.0
4838,91,1.0
4838,2694,1.0
4838,7631,1.0
4838,253,1.0
4838,5726,1.0
4839,10250,1.0
4839,5947,1.0
4839,1935,1.0
4839,4609,1.0
4839,13010,1.0
4839,9966,1.0
4839,3868,1.0
4839,3855,1.0
4839,1849,1.0
4839,11389,1.0
4840,5772,1.0
4840,10302,1.0
4840,11834,1.0
4840,7660,1.0
4840,7937,1.0
4840,705,1.0
4840,6591,1.0
4840,4136,1.0
4840,3382,0.0
4840,2270,0.0
4841,3091,1.0
4841,3148,1.0
4841,11566,1.0
4841,6530,1.0
4841,5432,1.0
4841,5135,1.0
4841,8871,1.0
4841,11065,1.0
4841,10069,1.0
4841,3078,0.0
4842,5100,1.0
4842,11004,1.0
4842,10327,1.0
4842,4589,1.0
4842,11876,1.0
4842,5205,1.0
4842,4953,1.0
4842,4013,1.0
4842,9065,0.0
4842,8487,0.0
4843,2769,1.0
4843,8604,1.0
4843,7901,1.0
4843,5512,1.0
4843,9029,1.0
4843,8569,1.0
4843,8239,1.0
4843,2477,1.0
4843,5874,1.0
4843,4932,1.0
4844,5495,1.0
4844,2619,1.0
4844,11394,1.0
4844,2564,1.0
4844,3363,1.0
4844,12664,1.0
4844,11960,1.0
4844,12787,1.0
4844,8829,1.0
4844,9443,0.0
4845,8545,1.0
4845,10998,1.0
4845,10505,1.0
4845,3603,1.0
4845,3829,1.0
4845,12172,1.0
4845,12558,1.0
4845,4063,1.0
4845,6715,1.0
4845,2113,0.0
4846,6408,1.0
4846,3994,1.0
4846,6809,1.0
4846,2106,1.0
4846,12238,1.0
4846,5095,1.0
4846,7991,1.0
4846,12494,1.0
4846,5474,1.0
4846,8016,1.0
4847,483,1.0
4847,9910,1.0
4847,12294,1.0
4847,5106,1.0
4847,6101,1.0
4847,5662,1.0
4847,5829,1.0
4847,5592,1.0
4847,12417,1.0
4847,3168,0.0
4848,4903,1.0
4848,7027,1.0
4848,2853,1.0
4848,2747,1.0
4848,12187,1.0
4848,1200,1.0
4848,12276,1.0
4848,7951,1.0
4848,3008,1.0
4848,2057,1.0
4849,5327,1.0
4849,7735,1.0
4849,4824,1.0
4849,13010,1.0
4849,11328,1.0
4849,3100,1.0
4849,9045,1.0
4849,3209,0.0
4849,3843,0.0
4849,3311,0.0
4850,11267,1.0
4850,6151,1.0
4850,12011,1.0
4850,8941,1.0
4850,92,1.0
4850,12445,1.0
4850,1081,1.0
4850,295,1.0
4850,3549,1.0
4850,597,1.0
4851,9430,1.0
4851,7787,1.0
4851,9346,1.0
4851,6720,1.0
4851,8356,1.0
4851,4609,1.0
4851,11481,1.0
4851,6973,1.0
4851,8654,1.0
4851,13195,0.0
4852,8169,1.0
4852,10506,1.0
4852,6503,1.0
4852,7199,1.0
4852,9159,1.0
4852,3864,1.0
4852,2214,1.0
4852,10445,1.0
4852,749,1.0
4852,1648,1.0
4853,6644,1.0
4853,703,1.0
4853,7048,1.0
4853,8197,1.0
4853,3722,1.0
4853,10482,1.0
4853,186,1.0
4853,11057,1.0
4853,7346,1.0
4853,5224,1.0
4854,8773,1.0
4854,8324,1.0
4854,1075,1.0
4854,8425,1.0
4854,8288,1.0
4854,1437,1.0
4854,8701,1.0
4854,10869,1.0
4854,8716,1.0
4854,4954,0.0
4855,7975,1.0
4855,7088,1.0
4855,9226,1.0
4855,4786,1.0
4855,8141,1.0
4855,10748,1.0
4855,4452,1.0
4855,7377,1.0
4855,2248,1.0
4855,1374,1.0
4856,7617,1.0
4856,295,1.0
4856,7262,1.0
4856,11830,1.0
4856,371,1.0
4856,6447,1.0
4856,9454,1.0
4856,1561,1.0
4856,6151,1.0
4856,2920,1.0
4857,5716,1.0
4857,5068,1.0
4857,11235,1.0
4857,5474,1.0
4857,1941,1.0
4857,3851,1.0
4857,7565,1.0
4857,2536,1.0
4857,2351,1.0
4857,1209,0.0
4858,11300,1.0
4858,2417,1.0
4858,7916,1.0
4858,1971,1.0
4858,12790,1.0
4858,6964,1.0
4858,8394,1.0
4858,3525,1.0
4858,8230,1.0
4858,5614,0.0
4859,11830,1.0
4859,3187,1.0
4859,4714,1.0
4859,7418,1.0
4859,3395,1.0
4859,7013,1.0
4859,3115,1.0
4859,11900,1.0
4859,5423,0.0
4859,4668,0.0
4860,5621,1.0
4860,1948,1.0
4860,8022,1.0
4860,4481,1.0
4860,4668,1.0
4860,2639,1.0
4860,8638,1.0
4860,2842,1.0
4860,6329,1.0
4860,8518,1.0
4861,7568,1.0
4861,2542,1.0
4861,6819,1.0
4861,675,1.0
4861,3773,1.0
4861,4636,1.0
4861,2071,1.0
4861,8173,1.0
4861,7071,1.0
4861,7503,1.0
4862,10435,1.0
4862,5620,1.0
4862,11563,1.0
4862,12877,1.0
4862,12162,1.0
4862,5213,1.0
4862,12429,1.0
4862,12821,1.0
4862,8536,0.0
4862,7834,0.0
4863,3917,1.0
4863,7760,1.0
4863,6028,1.0
4863,3199,1.0
4863,6237,1.0
4863,5263,1.0
4863,4662,1.0
4863,3521,1.0
4863,4987,1.0
4863,11911,1.0
4864,9815,1.0
4864,9879,1.0
4864,10126,1.0
4864,2399,1.0
4864,5035,1.0
4864,5583,1.0
4864,6439,1.0
4864,11493,1.0
4864,7835,0.0
4864,8956,0.0
4865,10520,1.0
4865,3076,1.0
4865,11944,1.0
4865,8373,1.0
4865,12061,1.0
4865,2332,1.0
4865,6087,1.0
4865,3,1.0
4865,6236,1.0
4865,8482,0.0
4866,8881,1.0
4866,524,1.0
4866,10267,1.0
4866,5879,1.0
4866,6447,1.0
4866,1214,1.0
4866,4666,1.0
4866,3154,1.0
4866,12718,1.0
4866,12774,1.0
4867,10265,1.0
4867,8021,1.0
4867,7721,1.0
4867,6706,1.0
4867,6640,1.0
4867,11358,1.0
4867,2949,1.0
4867,11569,1.0
4867,10919,1.0
4867,12556,0.0
4868,4761,1.0
4868,2535,1.0
4868,9473,1.0
4868,9332,1.0
4868,5052,1.0
4868,9912,1.0
4868,5577,1.0
4868,7034,1.0
4868,8851,0.0
4868,12189,0.0
4869,2197,1.0
4869,1399,1.0
4869,2144,1.0
4869,10991,1.0
4869,7221,1.0
4869,8622,1.0
4869,8832,1.0
4869,5633,1.0
4869,7837,1.0
4869,5292,1.0
4870,6175,1.0
4870,726,1.0
4870,2851,1.0
4870,7446,1.0
4870,9596,1.0
4870,6435,1.0
4870,3265,1.0
4870,12563,1.0
4870,6781,0.0
4870,9480,0.0
4871,4541,1.0
4871,6639,1.0
4871,6331,1.0
4871,3112,1.0
4871,4376,1.0
4871,7279,1.0
4871,11481,1.0
4871,10871,1.0
4871,3364,0.0
4871,11065,0.0
4872,9587,1.0
4872,10378,1.0
4872,11534,1.0
4872,12035,1.0
4872,2851,1.0
4872,1643,1.0
4872,6495,1.0
4872,8668,1.0
4872,4666,1.0
4872,4301,0.0
4873,10675,1.0
4873,9626,1.0
4873,528,1.0
4873,9069,1.0
4873,8889,1.0
4873,8412,1.0
4873,11340,1.0
4873,5857,1.0
4873,1418,0.0
4873,439,0.0
4874,8123,1.0
4874,9782,1.0
4874,1274,1.0
4874,7459,1.0
4874,2162,1.0
4874,4722,1.0
4874,1880,1.0
4874,6541,1.0
4874,708,0.0
4874,9798,0.0
4875,1150,1.0
4875,4343,1.0
4875,8895,1.0
4875,9686,1.0
4875,10650,1.0
4875,9738,1.0
4875,9038,1.0
4875,4732,1.0
4875,5815,1.0
4875,6861,1.0
4876,371,1.0
4876,2968,1.0
4876,10677,1.0
4876,4215,1.0
4876,201,1.0
4876,8482,1.0
4876,13117,1.0
4876,8836,1.0
4876,12234,0.0
4876,8606,0.0
4877,3442,1.0
4877,1780,1.0
4877,2757,1.0
4877,8715,1.0
4877,8633,1.0
4877,8793,1.0
4877,9353,1.0
4877,7660,1.0
4877,8623,1.0
4877,6188,1.0
4878,10426,1.0
4878,3703,1.0
4878,9943,1.0
4878,8957,1.0
4878,4189,1.0
4878,8840,1.0
4878,10719,1.0
4878,10170,0.0
4878,513,0.0
4878,95,0.0
4879,1451,1.0
4879,167,1.0
4879,12938,1.0
4879,2102,1.0
4879,768,1.0
4879,5536,1.0
4879,5728,1.0
4879,9779,0.0
4879,5622,0.0
4879,6990,0.0
4880,9261,1.0
4880,1539,1.0
4880,10694,1.0
4880,6446,1.0
4880,7722,1.0
4880,11880,1.0
4880,8078,1.0
4880,7112,1.0
4880,6874,1.0
4880,5849,0.0
4881,9669,1.0
4881,4173,1.0
4881,12017,1.0
4881,7508,1.0
4881,10678,1.0
4881,10494,1.0
4881,12898,1.0
4881,4048,1.0
4881,11233,1.0
4881,11072,0.0
4882,3930,1.0
4882,1684,1.0
4882,9582,1.0
4882,1464,1.0
4882,5361,1.0
4882,489,1.0
4882,12096,1.0
4882,6923,1.0
4882,8296,1.0
4882,1077,0.0
4883,11235,1.0
4883,10520,1.0
4883,2368,1.0
4883,2442,1.0
4883,3030,1.0
4883,1209,1.0
4883,5816,1.0
4883,2822,1.0
4883,11184,0.0
4883,6807,0.0
4884,12079,1.0
4884,8060,1.0
4884,5339,1.0
4884,3284,1.0
4884,12917,1.0
4884,9344,1.0
4884,864,1.0
4884,8035,1.0
4884,1096,1.0
4884,8393,0.0
4885,13109,1.0
4885,11917,1.0
4885,5418,1.0
4885,4890,1.0
4885,5481,1.0
4885,2250,1.0
4885,4250,1.0
4885,3238,1.0
4885,2109,0.0
4885,2609,0.0
4886,3092,1.0
4886,5248,1.0
4886,9512,1.0
4886,7294,1.0
4886,7787,1.0
4886,12195,1.0
4886,2685,1.0
4886,1668,1.0
4886,5675,1.0
4886,9353,1.0
4887,11005,1.0
4887,2144,1.0
4887,11927,1.0
4887,1419,1.0
4887,4001,1.0
4887,4445,1.0
4887,674,1.0
4887,6327,1.0
4887,6809,0.0
4887,7199,0.0
4888,8750,1.0
4888,13206,1.0
4888,2341,1.0
4888,1085,1.0
4888,4770,1.0
4888,4188,1.0
4888,12156,1.0
4888,3644,1.0
4888,5975,0.0
4888,6654,0.0
4889,8183,1.0
4889,3817,1.0
4889,8707,1.0
4889,5630,1.0
4889,1312,1.0
4889,5332,1.0
4889,5122,1.0
4889,8900,1.0
4889,10336,1.0
4889,11586,1.0
4890,4494,1.0
4890,9407,1.0
4890,8232,1.0
4890,641,1.0
4890,7845,1.0
4890,991,1.0
4890,1394,1.0
4890,12875,0.0
4890,6973,0.0
4890,6354,0.0
4891,11278,1.0
4891,9353,1.0
4891,9529,1.0
4891,4435,1.0
4891,4099,1.0
4891,5524,1.0
4891,8364,1.0
4891,10478,1.0
4891,8365,1.0
4891,205,1.0
4892,7048,1.0
4892,2980,1.0
4892,7333,1.0
4892,92,1.0
4892,1304,1.0
4892,12824,1.0
4892,2832,1.0
4892,2769,1.0
4892,7089,0.0
4892,3747,0.0
4893,9244,1.0
4893,1469,1.0
4893,8189,1.0
4893,10425,1.0
4893,13100,1.0
4893,11548,1.0
4893,7377,1.0
4893,10748,1.0
4893,1464,0.0
4893,9887,0.0
4894,7010,1.0
4894,924,1.0
4894,5608,1.0
4894,1232,1.0
4894,7151,1.0
4894,10564,1.0
4894,1514,1.0
4894,2351,1.0
4894,12660,1.0
4894,12258,0.0
4895,9611,1.0
4895,1435,1.0
4895,12846,1.0
4895,6895,1.0
4895,5943,1.0
4895,2519,1.0
4895,8779,1.0
4895,3568,1.0
4895,12091,1.0
4895,7949,1.0
4896,1507,1.0
4896,3955,1.0
4896,9658,1.0
4896,13032,1.0
4896,9749,1.0
4896,2665,1.0
4896,5219,1.0
4896,12062,1.0
4896,2066,1.0
4896,12072,1.0
4897,6500,1.0
4897,1503,1.0
4897,5641,1.0
4897,1356,1.0
4897,5866,1.0
4897,3877,1.0
4897,4931,1.0
4897,7831,1.0
4897,9044,1.0
4897,5572,0.0
4898,1104,1.0
4898,9566,1.0
4898,1303,1.0
4898,89,1.0
4898,9306,1.0
4898,12931,1.0
4898,8623,1.0
4898,1713,1.0
4898,10278,1.0
4898,7375,1.0
4899,6917,1.0
4899,1079,1.0
4899,5121,1.0
4899,6950,1.0
4899,7180,1.0
4899,3866,1.0
4899,1913,1.0
4899,12766,1.0
4899,7687,1.0
4899,7910,1.0
4900,10765,1.0
4900,12076,1.0
4900,4905,1.0
4900,5109,1.0
4900,10748,1.0
4900,2144,1.0
4900,12805,1.0
4900,8559,1.0
4900,2952,0.0
4900,1563,0.0
4901,11127,1.0
4901,3819,1.0
4901,2553,1.0
4901,12942,1.0
4901,6145,1.0
4901,2840,1.0
4901,12822,1.0
4901,5079,1.0
4901,5183,1.0
4901,9830,0.0
4902,3450,1.0
4902,4671,1.0
4902,3460,1.0
4902,604,1.0
4902,9870,1.0
4902,6888,1.0
4902,1843,1.0
4902,11597,1.0
4902,11142,0.0
4902,6254,0.0
4903,7836,1.0
4903,11990,1.0
4903,6494,1.0
4903,12660,1.0
4903,2750,1.0
4903,4655,1.0
4903,7151,1.0
4903,11377,1.0
4903,6328,0.0
4903,12187,0.0
4904,7892,1.0
4904,8930,1.0
4904,9410,1.0
4904,2595,1.0
4904,8192,1.0
4904,2250,1.0
4904,1315,1.0
4904,7150,1.0
4904,6046,1.0
4904,6269,1.0
4905,5838,1.0
4905,8139,1.0
4905,1332,1.0
4905,5366,1.0
4905,3566,1.0
4905,9392,1.0
4905,11869,1.0
4905,8467,1.0
4905,3112,1.0
4905,8703,1.0
4906,8493,1.0
4906,7977,1.0
4906,12615,1.0
4906,11884,1.0
4906,9626,1.0
4906,1206,1.0
4906,8659,1.0
4906,8519,1.0
4906,13049,1.0
4906,3843,0.0
4907,2212,1.0
4907,10791,1.0
4907,13069,1.0
4907,4577,1.0
4907,6956,1.0
4907,5612,1.0
4907,8027,1.0
4907,6862,0.0
4907,1076,0.0
4907,5100,0.0
4908,4992,1.0
4908,7234,1.0
4908,13212,1.0
4908,11408,1.0
4908,5895,1.0
4908,5615,1.0
4908,3696,1.0
4908,2084,1.0
4908,10779,1.0
4908,12707,1.0
4909,11820,1.0
4909,8908,1.0
4909,791,1.0
4909,116,1.0
4909,6187,1.0
4909,4647,1.0
4909,889,1.0
4909,9200,1.0
4909,9286,1.0
4909,9967,0.0
4910,2639,1.0
4910,6573,1.0
4910,8410,1.0
4910,4009,1.0
4910,3970,1.0
4910,8867,1.0
4910,1206,1.0
4910,10482,1.0
4910,8582,0.0
4910,4136,0.0
4911,2664,1.0
4911,9726,1.0
4911,12985,1.0
4911,5615,1.0
4911,1889,1.0
4911,7537,1.0
4911,10081,1.0
4911,4125,0.0
4911,2358,0.0
4911,12514,0.0
4912,12101,1.0
4912,9087,1.0
4912,8285,1.0
4912,9311,1.0
4912,6850,1.0
4912,4474,1.0
4912,4868,1.0
4912,3187,0.0
4912,11618,0.0
4912,12715,0.0
4913,2751,1.0
4913,8228,1.0
4913,6374,1.0
4913,1994,1.0
4913,5791,1.0
4913,4411,1.0
4913,9522,1.0
4913,4739,1.0
4913,11963,0.0
4913,9198,0.0
4914,6410,1.0
4914,9961,1.0
4914,7794,1.0
4914,475,1.0
4914,5840,1.0
4914,9241,1.0
4914,13199,1.0
4914,12044,1.0
4914,681,1.0
4914,8778,0.0
4915,1238,1.0
4915,5929,1.0
4915,6997,1.0
4915,6779,1.0
4915,2662,1.0
4915,4714,1.0
4915,1549,1.0
4915,9583,1.0
4915,9565,1.0
4915,6192,1.0
4916,521,1.0
4916,4890,1.0
4916,11240,1.0
4916,1394,1.0
4916,661,1.0
4916,1997,1.0
4916,12881,1.0
4916,8877,1.0
4916,6302,1.0
4916,10157,1.0
4917,6117,1.0
4917,262,1.0
4917,1410,1.0
4917,217,1.0
4917,6672,1.0
4917,2766,1.0
4917,2177,1.0
4917,8393,1.0
4917,8262,1.0
4917,8114,1.0
4918,7524,1.0
4918,5579,1.0
4918,9638,1.0
4918,116,1.0
4918,8782,1.0
4918,2177,1.0
4918,12419,1.0
4918,5119,1.0
4918,6044,1.0
4918,10678,1.0
4919,6826,1.0
4919,13038,1.0
4919,10181,1.0
4919,1874,1.0
4919,6164,1.0
4919,1217,1.0
4919,1334,1.0
4919,6160,1.0
4919,6807,0.0
4919,7889,0.0
4920,5609,1.0
4920,3495,1.0
4920,2827,1.0
4920,11112,1.0
4920,8197,1.0
4920,1966,1.0
4920,1004,1.0
4920,3353,1.0
4920,8970,1.0
4920,3880,1.0
4921,969,1.0
4921,571,1.0
4921,11639,1.0
4921,8515,1.0
4921,587,1.0
4921,12935,1.0
4921,1396,1.0
4921,8313,1.0
4921,6799,1.0
4921,7812,1.0
4922,7716,1.0
4922,464,1.0
4922,1652,1.0
4922,2412,1.0
4922,8870,1.0
4922,2826,1.0
4922,3057,1.0
4922,7014,0.0
4922,541,0.0
4922,5183,0.0
4923,7590,1.0
4923,7982,1.0
4923,10557,1.0
4923,3765,1.0
4923,3350,1.0
4923,3075,1.0
4923,4136,1.0
4923,6328,1.0
4923,8672,1.0
4923,7279,0.0
4924,8147,1.0
4924,5467,1.0
4924,8191,1.0
4924,5445,1.0
4924,12338,1.0
4924,1560,1.0
4924,6943,1.0
4924,3508,1.0
4924,8351,0.0
4924,2405,0.0
4925,12966,1.0
4925,2073,1.0
4925,7020,1.0
4925,8548,1.0
4925,7544,1.0
4925,3793,1.0
4925,8196,1.0
4925,11278,1.0
4925,10254,1.0
4925,12261,0.0
4926,12677,1.0
4926,12256,1.0
4926,3004,1.0
4926,6346,1.0
4926,12790,1.0
4926,1918,1.0
4926,7789,1.0
4926,4354,1.0
4926,12888,1.0
4926,19,1.0
4927,11141,1.0
4927,6782,1.0
4927,8709,1.0
4927,9766,1.0
4927,6360,1.0
4927,1151,1.0
4927,3460,1.0
4927,3244,1.0
4927,5369,0.0
4927,4205,0.0
4928,2146,1.0
4928,2700,1.0
4928,5659,1.0
4928,8974,1.0
4928,8949,1.0
4928,9948,1.0
4928,4569,1.0
4928,19,0.0
4928,8364,0.0
4928,4337,0.0
4929,10703,1.0
4929,5248,1.0
4929,12877,1.0
4929,11242,1.0
4929,3387,1.0
4929,8364,1.0
4929,11592,1.0
4929,886,1.0
4929,676,1.0
4929,2570,0.0
4930,3374,1.0
4930,2918,1.0
4930,2583,1.0
4930,9627,1.0
4930,6061,1.0
4930,5717,1.0
4930,7293,1.0
4930,1574,1.0
4930,11481,1.0
4930,737,1.0
4931,8364,1.0
4931,7812,1.0
4931,7831,1.0
4931,11147,1.0
4931,7444,1.0
4931,6495,1.0
4931,2582,1.0
4931,12376,1.0
4931,29,1.0
4931,5562,0.0
4932,9191,1.0
4932,5609,1.0
4932,12315,1.0
4932,641,1.0
4932,4843,1.0
4932,11866,1.0
4932,156,1.0
4932,8348,1.0
4932,12061,0.0
4932,6702,0.0
4933,5923,1.0
4933,2125,1.0
4933,6517,1.0
4933,1693,1.0
4933,3878,1.0
4933,3254,1.0
4933,3806,1.0
4933,262,1.0
4933,5635,1.0
4933,1473,0.0
4934,6204,1.0
4934,3127,1.0
4934,3701,1.0
4934,9557,1.0
4934,5299,1.0
4934,1256,1.0
4934,11566,1.0
4934,9144,1.0
4934,8319,0.0
4934,9345,0.0
4935,8732,1.0
4935,5723,1.0
4935,6478,1.0
4935,11162,1.0
4935,808,1.0
4935,7454,1.0
4935,4196,1.0
4935,5200,1.0
4935,11960,0.0
4935,1825,0.0
4936,9941,1.0
4936,2244,1.0
4936,6166,1.0
4936,2808,1.0
4936,9173,1.0
4936,10847,1.0
4936,451,1.0
4936,3880,1.0
4936,7028,1.0
4936,9038,1.0
4937,12244,1.0
4937,7975,1.0
4937,12645,1.0
4937,695,1.0
4937,4586,1.0
4937,2165,1.0
4937,6892,1.0
4937,11159,1.0
4937,7030,1.0
4937,13010,1.0
4938,11417,1.0
4938,652,1.0
4938,5807,1.0
4938,10929,1.0
4938,1859,1.0
4938,5493,1.0
4938,7865,1.0
4938,10854,1.0
4938,7232,1.0
4938,8027,0.0
4939,4205,1.0
4939,9620,1.0
4939,2607,1.0
4939,11076,1.0
4939,12389,1.0
4939,6492,1.0
4939,8540,1.0
4939,10181,1.0
4939,0,1.0
4939,2075,1.0
4940,12571,1.0
4940,10168,1.0
4940,11865,1.0
4940,2052,1.0
4940,12920,1.0
4940,9482,1.0
4940,5663,1.0
4940,375,1.0
4940,12938,1.0
4940,11928,1.0
4941,1407,1.0
4941,3045,1.0
4941,426,1.0
4941,2769,1.0
4941,715,1.0
4941,12680,1.0
4941,8,1.0
4941,13109,1.0
4941,871,1.0
4941,3794,1.0
4942,549,1.0
4942,3359,1.0
4942,197,1.0
4942,5527,1.0
4942,4801,1.0
4942,8979,1.0
4942,2530,1.0
4942,5033,1.0
4942,1247,1.0
4942,2210,1.0
4943,11089,1.0
4943,8776,1.0
4943,9209,1.0
4943,1526,1.0
4943,4423,1.0
4943,7906,1.0
4943,9548,1.0
4943,1345,1.0
4943,5864,1.0
4943,4234,0.0
4944,6569,1.0
4944,2722,1.0
4944,10451,1.0
4944,2309,1.0
4944,11704,1.0
4944,2865,1.0
4944,10332,1.0
4944,2894,1.0
4944,855,1.0
4944,3571,0.0
4945,6005,1.0
4945,5307,1.0
4945,4496,1.0
4945,9622,1.0
4945,3312,1.0
4945,11948,1.0
4945,6766,1.0
4945,2680,1.0
4945,1440,0.0
4945,12704,0.0
4946,8652,1.0
4946,4189,1.0
4946,5359,1.0
4946,2449,1.0
4946,7073,1.0
4946,12978,1.0
4946,11887,1.0
4946,11817,1.0
4946,2123,1.0
4946,8672,0.0
4947,8007,1.0
4947,6068,1.0
4947,12232,1.0
4947,5149,1.0
4947,1808,1.0
4947,11084,1.0
4947,7553,1.0
4947,11866,1.0
4947,1550,1.0
4947,7633,1.0
4948,2973,1.0
4948,588,1.0
4948,11047,1.0
4948,6524,1.0
4948,6960,1.0
4948,2820,1.0
4948,11055,1.0
4948,5717,1.0
4948,1293,1.0
4948,7534,0.0
4949,11563,1.0
4949,1772,1.0
4949,13091,1.0
4949,9063,1.0
4949,11274,1.0
4949,9241,1.0
4949,3168,1.0
4949,1143,1.0
4949,12585,1.0
4949,3784,1.0
4950,11429,1.0
4950,12903,1.0
4950,7507,1.0
4950,3996,1.0
4950,5361,1.0
4950,2097,1.0
4950,3320,1.0
4950,1397,1.0
4950,246,1.0
4950,9303,1.0
4951,8135,1.0
4951,6263,1.0
4951,7320,1.0
4951,10157,1.0
4951,5125,1.0
4951,7120,1.0
4951,11599,1.0
4951,4354,1.0
4951,10529,1.0
4951,3390,1.0
4952,10544,1.0
4952,12881,1.0
4952,2726,1.0
4952,5780,1.0
4952,5490,1.0
4952,10351,1.0
4952,8183,1.0
4952,1359,1.0
4952,8743,0.0
4952,4707,0.0
4953,12126,1.0
4953,9778,1.0
4953,2031,1.0
4953,6340,1.0
4953,2905,1.0
4953,12795,1.0
4953,11513,1.0
4953,7055,1.0
4953,2366,1.0
4953,4509,1.0
4954,12125,1.0
4954,5501,1.0
4954,8134,1.0
4954,1360,1.0
4954,7800,1.0
4954,9764,1.0
4954,9626,1.0
4954,8956,1.0
4954,1075,0.0
4954,6599,0.0
4955,8633,1.0
4955,1780,1.0
4955,5414,1.0
4955,5506,1.0
4955,3208,1.0
4955,7887,1.0
4955,4877,1.0
4955,7983,1.0
4955,9201,0.0
4955,8767,0.0
4956,7135,1.0
4956,11555,1.0
4956,5036,1.0
4956,2299,1.0
4956,817,1.0
4956,2823,1.0
4956,425,1.0
4956,6893,1.0
4956,2079,1.0
4956,4677,0.0
4957,11718,1.0
4957,355,1.0
4957,11353,1.0
4957,12412,1.0
4957,5599,1.0
4957,9701,1.0
4957,11850,1.0
4957,12794,1.0
4957,86,1.0
4957,2832,1.0
4958,11654,1.0
4958,7720,1.0
4958,5098,1.0
4958,12393,1.0
4958,12949,1.0
4958,5801,1.0
4958,7459,1.0
4958,10141,1.0
4958,4643,0.0
4958,3299,0.0
4959,3950,1.0
4959,9799,1.0
4959,8139,1.0
4959,9819,1.0
4959,12082,1.0
4959,8191,1.0
4959,55,1.0
4959,268,1.0
4959,1579,0.0
4959,2591,0.0
4960,5660,1.0
4960,11281,1.0
4960,12530,1.0
4960,5030,1.0
4960,3216,1.0
4960,12,1.0
4960,10422,1.0
4960,12893,0.0
4960,3241,0.0
4960,12492,0.0
4961,309,1.0
4961,9282,1.0
4961,6,1.0
4961,9881,1.0
4961,686,1.0
4961,11540,1.0
4961,6072,1.0
4961,908,1.0
4961,1076,0.0
4961,2066,0.0
4962,9090,1.0
4962,1516,1.0
4962,6530,1.0
4962,1756,1.0
4962,1175,1.0
4962,446,1.0
4962,6543,1.0
4962,4797,1.0
4962,6283,1.0
4962,12130,0.0
4963,945,1.0
4963,3498,1.0
4963,1503,1.0
4963,7089,1.0
4963,11531,1.0
4963,1580,1.0
4963,6743,1.0
4963,2428,1.0
4963,2757,1.0
4963,4574,0.0
4964,1179,1.0
4964,234,1.0
4964,8411,1.0
